Type,SSC_NAME,Subsegment,TEC_NAME,Pollutant,Load,Slope,R2,a,b,c,d,e,f,g,Vmin,Vmax,Function_ID,Speed,Function,Calc_func,100
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,0,-2%,0.8905789555,-0.0014512238,0.255712271,-15.955283605,460.2632891758,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),56.29724,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,50,-2%,0.9743647788,-0.1296924685,16.4041903124,0.4899189765,0.9734300533,0.0001988835,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.20773,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,50,-2%,0.9146459523,-4.7214728403175E-005,0.0078023888,-0.4619349483,11.9926580761,0,0,0,11,85,14,85,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.10470,85
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,50,-2%,0.9389175671,-5.61745947192432E-007,0.0001013634,-0.0062785613,0.1600428814,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.01247,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,50,-2%,0.9445677232,-3.50459852815028E-007,6.05132316922119E-005,-0.003744733,0.1011548692,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.00375,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,50,-2%,0.8651738792,-0.0017698237,0.2873644721,-17.2208779027,495.9428464639,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),14.58801,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,100,-2%,0.963155686,-0.3006590095,19.1233237678,0.0771838902,0.8244421226,0.0010045626,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.16911,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,100,-2%,0.8906327431,-4.7482239520717E-005,0.0077733976,-0.4676753014,12.7070491009,0,0,0,11,84,14,84,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.12850,84
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,100,-2%,0.9314126392,-5.92438912767315E-007,0.0001026354,-0.0062265666,0.1602470982,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.00703,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,100,-2%,0.9507077085,-4.16098464554807E-007,7.13558124651072E-005,-0.0043616569,0.1137766955,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.00176,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,100,-2%,0.8340432443,-0.0017375782,0.2760413414,-16.8764928989,519.7291299668,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),4.75546,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,0,2%,0.991666459,2.4860648333,0.8965681692,-0.6244781746,0,0,0,0,11,86,13,86,rxp((a+(b/x))+(c*ln(x))),0.75190,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,0,2%,0.9743102977,28.5491120253,-0.3446506249,11241.2825359469,-3.7704507354,0,0,0,11,86,1,86,((a*(x^b))+(c*(x^d))),6.15045,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,0,2%,0.93509458,-61.5662221718,17.9202590103,2.5450160862,0,0,0,0,11,86,2,86,((a+(b*x))^((-1)/c)),0.05680,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,0,2%,0.985172811,-3.63881402110306E-007,6.48735132016071E-005,-0.004202184,0.1447107073,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.03168,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,0,2%,0.9061318463,-0.0014077622,0.2529273177,-15.3328552236,722.0866425059,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),378.69593,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,50,2%,0.9869527373,11.1426269384,-0.5488884404,143.7153290937,-2.4551926853,0,0,0,11,86,1,86,((a*(x^b))+(c*(x^d))),0.96897,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,50,2%,0.9704937021,3.5509898941,0.8368057495,-0.3465162762,0,0,0,0,11,86,13,86,rxp((a+(b/x))+(c*ln(x))),7.51737,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,50,2%,0.9644867147,-4.8820000009385E-007,8.78384262761911E-005,-0.0057892306,0.2117612299,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.05302,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,50,2%,0.9822228374,0.1166008095,-3.6118412717,-0.7586526428,0,0,0,0,11,86,13,86,rxp((a+(b/x))+(c*ln(x))),0.03671,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,50,2%,0.8806166215,-0.0013033035,0.2342570466,-14.8303305212,840.4305148911,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),468.61321,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,100,2%,0.9558518241,0.787932824,18.6017839413,0.793507911,0.9981096089,-1.16065861758129E-005,0,0,11,82,10,82,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.28080,82
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,100,2%,0.9614754381,49.6938185255,0.9996183322,-0.3860359361,0,0,0,0,11,82,0,82,((a*(b^x))*(x^c)),8.78834,82
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,100,2%,0.9826907505,-0.000000683,0.0001164988,-0.0072690253,0.2478490341,0,0,0,11,82,14,82,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.05852,82
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,100,2%,0.9784491182,0.7307804868,-4.8707127417,-0.9004616499,0,0,0,0,11,82,13,82,rxp((a+(b/x))+(c*ln(x))),0.03701,82
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,100,2%,0.879966397,7.2662012879,-0.4361695331,-0.2103363567,0,0,0,0,11,82,13,82,rxp((a+(b/x))+(c*ln(x))),563.39945,82
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,0,4%,0.9889508681,92.3628060852,-1.6706339292,3.6554374007,-0.2589582711,0,0,0,11,84,1,84,((a*(x^b))+(c*(x^d))),1.21679,84
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,0,4%,0.9784050982,652.7817410474,-2.2361732132,26.3105921918,-0.2428532389,0,0,0,11,84,1,84,((a*(x^b))+(c*(x^d))),9.00292,84
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,0,4%,0.9508553529,-0.000000622,0.0001031487,-0.0063143232,0.2259195516,0,0,0,11,84,14,84,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.05469,84
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,0,4%,0.9775278188,0.36116614,0.9915620024,-0.3555060966,0,0,0,0,11,84,0,84,((a*(b^x))*(x^c)),0.03668,84
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,0,4%,0.9391860209,289.0651714424,0.1067667022,1782.6100483794,-0.6345898196,0,0,0,11,84,1,84,((a*(x^b))+(c*(x^d))),571.05598,84
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,50,4%,0.9691810197,1.3382373813,10.788801056,2.6816445945,1.504686582,-0.0035743811,0,0,11,68,10,68,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.67855,68
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,50,4%,0.9837936568,3.5666400015,2.4614955168,-0.2789500633,0,0,0,0,11,68,13,68,rxp((a+(b/x))+(c*ln(x))),11.31135,68
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,50,4%,0.9761117754,-1.51649130200421E-006,0.0002121729,-0.010841677,0.3002953252,0,0,0,11,68,14,68,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.06732,68
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,50,4%,0.9805369906,1.1678632931,-5.3245339078,-1.0040785102,0,0,0,0,11,68,13,68,rxp((a+(b/x))+(c*ln(x))),0.04297,68
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,50,4%,0.94606704,-0.0021022133,0.3149439975,-17.1616248861,1089.9500885413,0,0,0,11,68,14,68,(((a*(x^3))+(b*(x^2))+(c*x))+d),718.25751,68
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,100,4%,0.9908730482,6.0342541315,-11.9552737656,-1.3903418558,0,0,0,0,10,56,13,56,rxp((a+(b/x))+(c*ln(x))),1.25126,56
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,100,4%,0.9834422151,-0.0001728508,0.0238445235,-1.2081021226,37.152904957,0,0,0,10,56,14,56,(((a*(x^3))+(b*(x^2))+(c*x))+d),13.92025,56
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,100,4%,0.9878025957,-1.24387418539314E-006,0.00020947,-0.012443025,0.3449399481,0,0,0,10,56,14,56,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.08658,56
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,100,4%,0.9850857418,-1.03007264011159E-006,0.0001922268,-0.0119232272,0.3020688483,0,0,0,10,56,14,56,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.05629,56
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,100,4%,0.9572262781,-0.0028244457,0.3811729503,-20.4015616854,1312.7227055327,0,0,0,10,56,14,56,(((a*(x^3))+(b*(x^2))+(c*x))+d),869.57577,56
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,0,6%,0.9540221318,47.4846065048,-1.1612703998,1.2567521808,0.0228367973,0,0,0,11,67,1,67,((a*(x^b))+(c*(x^d))),1.74315,67
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,0,6%,0.9757723272,3.4369083289,2.550474606,-0.2454531332,0,0,0,0,11,67,13,67,rxp((a+(b/x))+(c*ln(x))),11.50659,67
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,0,6%,0.965976765,-0.000001228,0.0001722478,-0.009178619,0.2806765791,0,0,0,11,67,14,67,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.06958,67
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,0,6%,0.9782373556,3.6899271105,0.1046841584,1.2451434318,0,0,0,0,11,67,6,67,(1/(a+(b*(x^c)))),0.04282,67
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,0,6%,0.9716255627,6.7699903335,1.9538883038,-0.0455413982,0,0,0,0,11,67,13,67,rxp((a+(b/x))+(c*ln(x))),740.75154,67
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,50,6%,0.9858982002,-3.70258199771152E-005,0.0050409862,-0.2865045718,7.7862765437,0,0,0,10,51,14,51,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.37464,51
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,50,6%,0.9783763027,-0.0001841073,0.0267426924,-1.3369176537,39.7419764388,0,0,0,10,51,14,51,(((a*(x^3))+(b*(x^2))+(c*x))+d),16.69491,51
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,50,6%,0.9873629319,-1.71780409748129E-006,0.0002457019,-0.0134551214,0.3595805273,0,0,0,10,51,14,51,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.08457,51
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,50,6%,0.9840738232,-1.37661859110395E-006,0.0002352355,-0.0139246777,0.3340684035,0,0,0,10,51,14,51,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.05315,51
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,50,6%,0.9795868424,-0.0045070232,0.5273611743,-23.566673685,1386.4932721471,0,0,0,10,51,14,51,(((a*(x^3))+(b*(x^2))+(c*x))+d),958.39819,51
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,CO,100,6%,0.999932443,-7.71476194022218E-005,0.0151306501,-0.9052354267,18.717433409,0,0,0,6,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.72031,41
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,NOx,100,6%,0.9998971298,-0.0003444869,0.0496915207,-2.639760102,67.4198166133,0,0,0,6,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),18.97872,41
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,HC,100,6%,0.9999034734,0.6537268427,0.9822885596,-0.2578587567,0,0,0,0,6,41,0,41,((a*(b^x))*(x^c)),0.12059,41
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,PM,100,6%,0.9999677002,1.21858289702312E-005,-0.000669586,-0.0061344528,0.6160095041,0,0,0,6,41,14,41,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.07878,41
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-IV EGR,HD Euro IV - 2005 Standards,FC,100,6%,0.9995172836,7.5299653843,0.3490653724,-0.1198733898,0,0,0,0,6,41,13,41,rxp((a+(b/x))+(c*ln(x))),"1,203.89896",41
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,CO,0,0%,0.9966858387,0.1767823055,11.8905399378,1.0057848354,1.0024678532,-1.17363962431209E-005,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.53962,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,CO,0,0%,0.9804713654,35.5674868809,0.9994007849,-0.7600855977,0,0,0,0,11,86,0,86,((a*(b^x))*(x^c)),1.14362,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,NOx,0,0%,0.9667734091,2.9030088589,1.1016175373,-0.4905845386,0,0,0,0,11,86,13,86,rxp((a+(b/x))+(c*ln(x))),2.07629,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,NOx,0,0%,0.9924818013,-5.13233620129657E-005,0.0113406996,-0.8370055491,22.9308957125,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),2.17970,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,HC,0,0%,0.9241860214,2.8202850727,0.489697065,-0.0029528456,0,0,0,0,11,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.04330,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,HC,0,0%,0.9548539887,6.4326442772,1.08642051,-0.0068798605,0,0,0,0,11,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.02042,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,PM,0,0%,0.9644860764,6.1185666884,0.5726541791,-0.002976271,0,0,0,0,11,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.02998,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,0%,0.9388589666,-5.21245137648988E-007,9.60962032239493E-005,-0.00594417,0.151807878,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.01980,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,0%,0.8986789891,-0.0013495001,0.2493643856,-15.9080842011,594.6037671567,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),212.44991,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,FC,0,0%,0.8979055137,-0.0012931025,0.2400520851,-15.3549888288,570.9451254423,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),203.35571,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,CO,50,0%,0.9919032377,15.3277662829,0.9986326955,-0.7139359431,0,0,0,0,11,86,0,86,((a*(b^x))*(x^c)),0.56659,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,CO,50,0%,0.9880495732,0.2830937235,18.8416942816,2.2029998986,1.1849915096,-0.0010318677,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.18813,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,NOx,50,0%,0.947887681,-2.99354354679159E-005,0.0050380732,-0.3042879658,9.6366006509,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.68881,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,NOx,50,0%,0.9859076024,1.6858130504,108.6726400914,-0.8935678859,0.0962096255,0.0695601111,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.75886,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,HC,50,0%,0.9336063904,3.4652142764,0.3850714932,-0.0019179261,0,0,0,0,11,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.04465,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,HC,50,0%,0.9483091027,-1.74844049622837E-007,0.000036324,-0.0025203615,0.0812335173,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.02192,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,PM,50,0%,0.983252815,4.7348177561,0.5221655118,-0.0021779178,0,0,0,0,11,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.02982,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,PM,50,0%,0.9452071252,-6.07588104578108E-007,0.0001125374,-0.0070107902,0.1794501027,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.02239,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,FC,50,0%,0.8604751549,-0.0014532851,0.2579955559,-16.5301518132,666.7445531494,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),228.91593,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,FC,50,0%,0.8530820185,-0.0013499083,0.2413186051,-15.5710026475,633.8298364173,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),220.89875,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,CO,100,0%,0.9835212131,14.7610442827,0.9970979997,-0.6610651975,0,0,0,0,11,86,0,86,((a*(b^x))*(x^c)),0.60498,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,CO,100,0%,0.9889298917,0.5761517993,11.0441113043,5.2376595163,1.9499374271,-0.0081023783,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.23899,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,NOx,100,0%,0.9386568965,-0.000029973,0.0050983232,-0.3192780341,10.672075163,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),1.85686,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,NOx,100,0%,0.979981416,1.6479601634,229.8322428546,-0.3121208642,0.7864068894,0.0452967842,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),1.75089,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,HC,100,0%,0.9508997952,-5.29441536809809E-007,9.95218697901366E-005,-0.0065109223,0.2009810539,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.04035,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,HC,100,0%,0.9441201191,7.493104729,0.8060008071,-0.0045753675,0,0,0,0,11,86,5,86,(1/(((c*(x^2))+(b*x))+a)),0.02327,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,PM,100,0%,0.9885341147,-0.000000407,7.88448020530456E-005,-0.0052599311,0.1557646094,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.02767,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,PM,100,0%,0.9519432048,-6.8117899836387E-007,0.0001270293,-0.007971146,0.2039171595,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.02464,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,FC,100,0%,0.836915585,-0.0015261233,0.2634984012,-17.169848423,741.8765661344,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),243.40389,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,FC,100,0%,0.8254485505,-0.0013948563,0.2423092915,-15.9516768098,702.8124639399,0,0,0,11,86,14,86,(((a*(x^3))+(b*(x^2))+(c*x))+d),235.88105,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,CO,0,-6%,0.9693063456,-0.0298278932,8.0422047869,0.9206386949,0.9212483139,0.0244768842,0,0,11,86,10,86,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.01060,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,CO,0,-6%,0.9455260504,-0.1212346621,15.0671050813,0.3115127736,0.7288618522,0.0218537957,0,0,11,85,10,85,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.00370,85
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,NOx,0,-6%,0.9395538368,-0.3633513578,10.5413421699,1.0328542563,0.8575131971,0.00693452,0,0,11,83,10,83,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.00024,83
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,NOx,0,-6%,0.9400562014,-1.6238462171,48.538593747,0.3716627937,0.8046229533,0.0021880227,0,0,11,82,10,82,(a+(b/(1+rxp((((-1)*c)+(d*ln(x)))+(e*x))))),0.01582,82
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,HC,0,-6%,0.9688692627,7.8471114575,0.1124006625,1.6529212409,0,0,0,0,11,86,6,86,(1/(a+(b*(x^c)))),0.00541,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,HC,0,-6%,0.9638877322,18.8245306976,0.2496763805,1.638979869,0,0,0,0,11,86,6,86,(1/(a+(b*(x^c)))),0.00257,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,PM,0,-6%,0.942563383,0.1143374928,0.9768286389,-0.3570751823,0,0,0,0,11,86,0,86,((a*(b^x))*(x^c)),0.00310,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V SCR,HD Euro V - 2008 Standards,PM,0,-6%,0.8491823374,0.0056280521,0.8613591291,1.4747079248,0,0,0,0,11,86,0,86,((a*(b^x))*(x^c)),0.00001,86
BUS,Urban Buses Articulated >18 t,Ubus Artic >18t Euro-V EGR,HD Euro V - 2008 Standards,FC,0,-6%,0.8952427602,-0.0006255869,0.1214876224,-8.5014837301,224.5752621557,0,0,0,11,81,14,81,(((a*(x^3))+(b*(x^2))+(c*x))+d),0.57282,81
